Game, Section, Current_Section_ID, Joy, Fear, Disgust, Sadness,Anger, Suprise, Contempt, Valence, Engagement

Game, Section, Current_Section_ID, Joy, Fear, Disgust, Sadness,Anger, Suprise, Contempt, Valence, Engagement

Game, Section, Current_Section_ID, Joy, Fear, Disgust, Sadness,Anger, Suprise, Contempt, Valence, Engagement

1,1,-1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

1,1,1,

Game, Section, Current_Section_ID, Joy, Fear, Disgust, Sadness,Anger, Suprise, Contempt, Valence, Engagement

1,1,-1,0.001822415,0.005281798,0.4286187,0.0329521,0.003690666,0.2245932,97.52539,9.311685,0.08006084,

1,1,7,0.001799903,0.005079296,0.427943,0.02923412,0.003879902,0.2176848,98.10921,7.725914,0.08217053,

1,1,7,0.001558908,0.005492195,0.4278893,0.02323988,0.003301071,0.2569447,97.94717,5.546839,0.1127293,

1,1,7,0.0007209958,0.01084619,0.4279413,0.01216251,0.0009585365,0.8084479,94.87407,1.528495,0.6038924,

1,1,7,0.0007209958,0.01084619,0.4279413,0.01216251,0.0009585365,0.8084479,94.87407,1.528495,0.6038924,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.0004606304,0.01625643,0.4289045,0.008497221,0.000469655,1.581311,70.22578,0.5957884,1.589451,

1,1,7,0.00181251,0.004637695,0.3881398,0.02382935,0.1240365,0.1979455,98.36015,-4.197136,0.1891438,

1,1,7,0.001787041,0.005231873,0.3502869,0.02919192,0.08785826,0.2251813,98.31264,-2.575653,0.1032026,

1,1,7,0.001787041,0.005231873,0.3502869,0.02919192,0.08785826,0.2251813,98.31264,-2.575653,0.1032026,

1,1,7,0.001752905,0.006933414,0.3790039,0.05265321,0.05146124,0.3017489,96.21873,-4.695869,0.09877717,

1,1,7,0.001752905,0.006933414,0.3790039,0.05265321,0.05146124,0.3017489,96.21873,-4.695869,0.09877717,

1,1,7,0.001733931,0.009055872,0.3898622,0.09252059,0.03289896,0.3964671,95.4395,-7.01133,0.09822568,

1,1,7,0.001733931,0.009055872,0.3898622,0.09252059,0.03289896,0.3964671,95.4395,-7.01133,0.09822568,

1,1,7,0.001771922,0.007572272,0.4109236,0.06646541,0.008996268,0.3276368,3.963097,-5.048866,0.08866295,

1,1,7,0.001771922,0.007572272,0.4109236,0.06646541,0.008996268,0.3276368,3.963097,-5.048866,0.08866295,

1,1,7,0.0017843,0.006694008,0.4164486,0.05112735,0.005291458,0.2889993,0.5370301,-3.850204,0.08643397,

1,1,7,0.0017843,0.006694008,0.4164486,0.05112735,0.005291458,0.2889993,0.5370301,-3.850204,0.08643397,

1,1,7,0.001789681,0.005893427,0.4192864,0.03907132,0.004986938,0.2539595,0.3092359,-2.632156,0.08588164,

1,1,7,0.001789681,0.005893427,0.4192864,0.03907132,0.004986938,0.2539595,0.3092359,-2.632156,0.08588164,

1,1,7,0.001789273,0.005638663,0.4219505,0.03504597,0.004675209,0.2431571,0.256196,-2.135399,0.08596145,

1,1,7,0.001789273,0.005638663,0.4219505,0.03504597,0.004675209,0.2431571,0.256196,-2.135399,0.08596145,

1,1,7,0.001785847,0.005483214,0.425572,0.03231317,0.004210142,0.2372777,0.2036915,-1.801048,0.08676027,

1,1,7,0.001785847,0.005483214,0.425572,0.03231317,0.004210142,0.2372777,0.2036915,-1.801048,0.08676027,

1,1,7,0.001785847,0.005483214,0.425572,0.03231317,0.004210142,0.2372777,0.2036915,-1.801048,0.08676027,

1,1,7,0.001796251,0.005151143,0.4285057,0.02806998,0.004242461,0.2226348,0.197094,-1.242767,0.08702115,

1,1,7,0.001810397,0.004857602,0.4304421,0.02448381,0.004537588,0.2094136,0.1987387,-0.9635162,0.09113972,

1,1,7,0.001810397,0.004857602,0.4304421,0.02448381,0.004537588,0.2094136,0.1987387,-0.9635162,0.09113972,

1,1,7,0.001825853,0.004813261,0.434768,0.02353711,0.004604907,0.2070738,0.204745,-0.9610519,0.09273731,

1,1,7,0.001825853,0.004813261,0.434768,0.02353711,0.004604907,0.2070738,0.204745,-0.9610519,0.09273731,

1,1,7,0.001827518,0.004845318,0.4379552,0.02329521,0.004876316,0.2089825,0.2228685,-0.817337,0.09001988,

1,1,7,0.001827518,0.004845318,0.4379552,0.02329521,0.004876316,0.2089825,0.2228685,-0.817337,0.09001988,

1,1,7,0.001827421,0.004837696,0.440942,0.02327756,0.005186564,0.20815,0.2750221,-0.8807602,0.09084858,

1,1,7,0.001827421,0.004837696,0.440942,0.02327756,0.005186564,0.20815,0.2750221,-0.8807602,0.09084858,

1,1,7,0.001833132,0.004817251,0.4450513,0.02345649,0.005385258,0.2061135,0.440256,-0.6666031,0.09050339,

1,1,7,0.001833132,0.004817251,0.4450513,0.02345649,0.005385258,0.2061135,0.440256,-0.6666031,0.09050339,

1,1,7,0.001845355,0.00480441,0.4461335,0.02314085,0.00530893,0.2044588,0.5522763,-0.9064484,0.09101359,

1,1,7,0.001845355,0.00480441,0.4461335,0.02314085,0.00530893,0.2044588,0.5522763,-0.9064484,0.09101359,

1,1,7,0.00187034,0.004957719,0.4589873,0.02276225,0.005260625,0.2102627,0.3983231,-1.192894,0.09367473,

1,1,7,0.00187034,0.004957719,0.4589873,0.02276225,0.005260625,0.2102627,0.3983231,-1.192894,0.09367473,

